   1.4760822e+00   6.4819841e+00   7.2885299e-01
   5.4974147e-01   2.5228181e-01   8.8527460e-01
   8.5071267e+00   8.4220661e+00   7.9835086e+00
   5.6055953e+00   5.5903254e+00   9.4300814e+00
   9.2960887e+00   8.5409995e+00   6.8371557e+00
   6.9666720e+00   3.4787919e+00   1.3208296e+00
   5.8279097e+00   4.4602665e+00   7.2272454e+00
   8.1539721e+00   5.4239484e-01   1.1035348e+00
   8.7901390e+00   1.7710753e+00   1.1749285e+00
   9.8891162e+00   6.6280806e+00   6.4071792e+00
   5.2237536e-03   3.3082900e+00   3.2881421e+00
   8.6543859e+00   8.9848614e+00   6.5381202e+00
   6.1256647e+00   1.1815520e+00   7.4913146e+00
   9.8995021e+00   9.8841793e+00   5.8318573e+00
   5.2768007e+00   5.3998210e+00   7.4003233e+00
   4.7952339e+00   7.0691742e+00   2.3482691e+00
   8.0134761e+00   9.9949162e+00   7.3495754e+00
   2.2784294e+00   2.8784934e+00   9.7059853e+00
   4.9809429e+00   4.1452254e+00   8.6693029e+00
   9.0085249e+00   4.6483994e+00   8.6234530e-01
   5.7466122e+00   7.6395708e+00   3.6643662e+00
   8.4517819e+00   8.1820404e+00   3.6919880e+00
   7.3864029e+00   1.0022154e+00   6.8502847e+00
   5.8598704e+00   1.7811695e+00   5.9794164e+00
   2.4673453e+00   3.5963491e+00   7.8936394e+00
   6.6641622e+00   5.6704689e-01   3.6765292e+00
   8.3482814e-01   5.2188567e+00   2.0602786e+00
   6.2595979e+00   3.3584897e+00   8.6666547e-01
   6.6094456e+00   1.7566903e+00   7.7193392e+00
   7.2975186e+00   2.0894667e+00   2.0567452e+00
   8.9075212e+00   9.0515356e+00   3.8827163e+00
   9.8230322e+00   6.7539118e+00   5.5177853e+00
   7.6902909e+00   4.6846820e+00   2.2895325e+00
   5.8144649e+00   9.1213247e+00   6.4194062e+00
   9.2831306e+00   1.0401157e+00   4.8448037e+00
   5.8009037e+00   7.4554607e+00   1.5184553e+00
   1.6982938e-01   7.3626746e+00   7.8193197e+00
   1.2085957e+00   5.6186143e+00   1.0060632e+00
   8.6271072e+00   1.8419410e+00   2.9406633e+00
   4.8429651e+00   5.9721135e+00   2.3737302e+00
   8.4485567e+00   2.9993699e+00   5.3087226e+00
   2.0940508e+00   1.3412293e+00   9.1498731e-01
   5.5229134e+00   2.1260153e+00   4.0531542e+00
   6.2988339e+00   8.9494168e+00   1.0484625e+00
   3.1991016e-01   7.1452813e-01   1.1228396e+00
   6.1471342e+00   2.4248656e+00   7.8442789e+00
   3.6241146e+00   5.3754392e-01   2.9157032e+00
   4.9532579e-01   4.4172206e+00   6.0353344e+00
   4.8956999e+00   1.3283200e-01   9.6442267e+00
   1.9251040e+00   8.9719135e+00   4.3248499e+00
   1.2308375e+00   1.9665819e+00   6.9475219e+00
   2.0549417e+00   9.3370517e-01   7.5809928e+00
   1.4651491e+00   3.0736690e+00   4.3264233e+00
   1.8907217e+00   4.5605767e+00   6.5549804e+00
   4.2652411e-01   1.0166939e+00   1.0975505e+00
   6.3519792e+00   9.9538973e+00   9.3375985e+00
   2.8186686e+00   3.3209283e+00   1.8746081e+00
   5.3859668e+00   2.9734682e+00   2.6617884e+00
   6.9516304e+00   6.2045221e-01   7.9783026e+00
   4.9911601e+00   2.9824397e+00   4.8760378e+00
   5.3580106e+00   4.6351265e-01   7.6895826e+00
   4.4518317e+00   5.0542814e+00   3.9600675e+00
   1.2393228e+00   7.6142589e+00   2.7293879e+00
   4.9035729e+00   6.3107000e+00   3.7234634e-01
   8.5299816e+00   8.9891651e-01   6.7329491e+00
   8.7392741e+00   8.0862423e-01   4.2956446e+00
   2.7029433e+00   7.7724054e+00   4.5173923e+00
   2.0846136e+00   9.0513474e+00   6.0985717e+00
   5.6497957e+00   5.3377195e+00   5.9403297e-01
   6.4031183e+00   1.0915421e+00   3.1581144e+00
   4.1702895e+00   8.2580886e+00   7.7272213e+00
   2.0597552e+00   3.3809772e+00   6.9643299e+00
   9.4793312e+00   2.9397305e+00   1.2533218e+00
   8.2071207e-01   7.4631343e+00   1.3015145e+00
   1.0570943e+00   1.0336618e-01   9.2352339e-01
   1.4204112e+00   4.8447339e-01   7.8202936e-02
   1.6646044e+00   6.6791612e+00   4.2310939e+00
   6.2095864e+00   6.0346798e+00   6.5557317e+00
   5.7370976e+00   5.2610247e+00   7.2292252e+00
   5.2077890e-01   7.2970945e+00   5.3120929e+00
   9.3120138e+00   7.0725349e+00   1.0881794e+00
   7.2866168e+00   7.8137705e+00   6.3176637e+00
   7.3784165e+00   2.8797698e+00   1.2649987e+00
   6.3404501e-01   6.9253199e+00   1.3430330e+00
   8.6044056e+00   5.5666983e+00   9.8594093e-01
   9.3440512e+00   3.9652079e+00   1.4202725e+00
   9.8439831e+00   6.1590667e-01   1.6825130e+00
   8.5893882e+00   7.8017553e+00   1.9624892e+00
   7.8555899e+00   3.3758386e+00   3.1747978e+00
   5.1337742e+00   6.0786591e+00   3.1642900e+00
   1.7760246e+00   7.4125405e+00   2.1756331e+00
   3.9858950e+00   1.0481324e+00   2.5104185e+00
   1.3393125e+00   1.2788838e+00   8.9292241e+00
   3.0889549e-01   5.4954011e+00   7.0322322e+00
   9.3914171e+00   4.8522941e+00   5.5573794e+00
   3.0130606e+00   8.9047568e+00   1.8443367e+00
   2.9553383e+00   7.9896028e+00   2.1203084e+00
   3.3293628e+00   7.3434108e+00   7.7346808e-01
   4.6706819e+00   5.1331886e-01   9.1380041e+00
